,time,latitude,longitude,2m_temperature,diff
52942,1996-01-15 22:00:00,40.25,271.75,267.5952,-2.835205
53013,1996-01-18 21:00:00,40.25,271.75,280.10706,-7.234741
53014,1996-01-18 22:00:00,40.25,271.75,266.5013,-11.938049
53015,1996-01-18 23:00:00,40.25,271.75,264.6944,-5.7313232
53016,1996-01-19 00:00:00,40.25,271.75,264.55197,-3.1567688
53019,1996-01-19 03:00:00,40.25,271.75,260.76825,-2.6249084
53086,1996-01-21 22:00:00,40.25,271.75,273.50763,-2.5326233
53146,1996-01-24 10:00:00,40.25,271.75,267.9565,-2.4903564
53179,1996-01-25 19:00:00,40.25,271.75,270.34964,-3.5514526
53180,1996-01-25 20:00:00,40.25,271.75,272.99625,-2.7537231
53210,1996-01-27 02:00:00,40.25,271.75,271.89502,-5.2543945
53211,1996-01-27 03:00:00,40.25,271.75,268.1423,-3.4062805
53270,1996-01-29 14:00:00,40.25,271.75,269.37363,-3.8972168
53302,1996-01-30 22:00:00,40.25,271.75,259.77545,-3.0151367
53303,1996-01-30 23:00:00,40.25,271.75,259.71625,-2.6760864
53326,1996-01-31 22:00:00,40.25,271.75,259.94263,-2.8893127
53327,1996-01-31 23:00:00,40.25,271.75,259.5571,-2.83078
53350,1996-02-01 22:00:00,40.25,271.75,262.3835,-3.0570984
53351,1996-02-01 23:00:00,40.25,271.75,261.96085,-2.8310852
53374,1996-02-02 22:00:00,40.25,271.75,255.15134,-2.8407593
53398,1996-02-03 22:00:00,40.25,271.75,254.69354,-2.9284973
53399,1996-02-03 23:00:00,40.25,271.75,254.45276,-2.5238037
53446,1996-02-05 22:00:00,40.25,271.75,269.6074,-2.7345886
53518,1996-02-08 22:00:00,40.25,271.75,280.7878,-4.0585938
53519,1996-02-08 23:00:00,40.25,271.75,280.24136,-3.1695557
53542,1996-02-09 22:00:00,40.25,271.75,281.22256,-3.7236633
53543,1996-02-09 23:00:00,40.25,271.75,280.2383,-4.1834106
53566,1996-02-10 22:00:00,40.25,271.75,281.308,-5.3928833
53567,1996-02-10 23:00:00,40.25,271.75,280.3995,-4.3745728
53635,1996-02-13 19:00:00,40.25,271.75,276.39706,-3.1046448
53636,1996-02-13 20:00:00,40.25,271.75,277.36884,-2.5553894
53695,1996-02-16 07:00:00,40.25,271.75,266.34332,-2.4955444
53696,1996-02-16 08:00:00,40.25,271.75,264.9604,-2.6868896
53734,1996-02-17 22:00:00,40.25,271.75,272.4275,-2.5928345
53783,1996-02-19 23:00:00,40.25,271.75,279.78406,-2.754486
53806,1996-02-20 22:00:00,40.25,271.75,285.0317,-3.0028076
53830,1996-02-21 22:00:00,40.25,271.75,277.00006,-3.0047607
53831,1996-02-21 23:00:00,40.25,271.75,276.6471,-2.74234
53875,1996-02-23 19:00:00,40.25,271.75,288.3845,-2.7859192
53876,1996-02-23 20:00:00,40.25,271.75,289.6933,-3.0041199
53878,1996-02-23 22:00:00,40.25,271.75,286.3889,-6.3806458
53879,1996-02-23 23:00:00,40.25,271.75,282.28088,-6.3904724
53880,1996-02-24 00:00:00,40.25,271.75,281.0876,-2.782898
53902,1996-02-24 22:00:00,40.25,271.75,285.42926,-2.644165
53962,1996-02-27 10:00:00,40.25,271.75,285.65378,-2.5676575
53963,1996-02-27 11:00:00,40.25,271.75,285.37622,-2.753479
53974,1996-02-27 22:00:00,40.25,271.75,276.83307,-5.3483276
53975,1996-02-27 23:00:00,40.25,271.75,276.5459,-3.94635
53976,1996-02-28 00:00:00,40.25,271.75,276.39017,-3.087738
53979,1996-02-28 03:00:00,40.25,271.75,272.47147,-3.8581543
53980,1996-02-28 04:00:00,40.25,271.75,272.59558,-2.5110168
53981,1996-02-28 05:00:00,40.25,271.75,271.337,-2.6404114
53982,1996-02-28 06:00:00,40.25,271.75,270.14758,-2.6349487
53998,1996-02-28 22:00:00,40.25,271.75,265.91302,-2.5326233
54070,1996-03-02 22:00:00,40.25,271.75,268.5028,-3.7246704
54071,1996-03-02 23:00:00,40.25,271.75,268.43112,-2.5544434
54075,1996-03-03 03:00:00,40.25,271.75,263.41016,-2.9368896
54187,1996-03-07 19:00:00,40.25,271.75,264.8508,-2.5909119
54188,1996-03-07 20:00:00,40.25,271.75,265.1843,-2.546051
54189,1996-03-07 21:00:00,40.25,271.75,265.17157,-2.5794983
54190,1996-03-07 22:00:00,40.25,271.75,264.5983,-3.0124512
54191,1996-03-07 23:00:00,40.25,271.75,264.45856,-2.6993103
54359,1996-03-14 23:00:00,40.25,271.75,288.3879,-2.9155884
54606,1996-03-25 06:00:00,40.25,271.75,285.44162,-2.4949036
54610,1996-03-25 10:00:00,40.25,271.75,281.70984,-5.014862
54611,1996-03-25 11:00:00,40.25,271.75,278.36157,-6.6655884
54612,1996-03-25 12:00:00,40.25,271.75,275.738,-4.9259644
54617,1996-03-25 17:00:00,40.25,271.75,271.0281,-2.6965332
54618,1996-03-25 18:00:00,40.25,271.75,270.43008,-3.3459473
54620,1996-03-25 20:00:00,40.25,271.75,270.18005,-2.7406006
54622,1996-03-25 22:00:00,40.25,271.75,269.3506,-3.2766418
54623,1996-03-25 23:00:00,40.25,271.75,269.4739,-2.9593506
54692,1996-03-28 20:00:00,40.25,271.75,278.31668,-2.5150757
54693,1996-03-28 21:00:00,40.25,271.75,278.20148,-2.6757812
54852,1996-04-04 12:00:00,40.25,271.75,280.47122,-3.1654053
54855,1996-04-04 15:00:00,40.25,271.75,276.53445,-3.9898376
54856,1996-04-04 16:00:00,40.25,271.75,275.99625,-3.6047363
54857,1996-04-04 17:00:00,40.25,271.75,275.27533,-3.7199707
54858,1996-04-04 18:00:00,40.25,271.75,275.33514,-2.6940308
54862,1996-04-04 22:00:00,40.25,271.75,273.7488,-2.5176392
54997,1996-04-10 13:00:00,40.25,271.75,271.82687,-2.991333
55059,1996-04-13 03:00:00,40.25,271.75,288.68875,-3.424347
55060,1996-04-13 04:00:00,40.25,271.75,288.6088,-2.5569458
55061,1996-04-13 05:00:00,40.25,271.75,287.11102,-2.8611145
55064,1996-04-13 08:00:00,40.25,271.75,282.90588,-2.6391907
55065,1996-04-13 09:00:00,40.25,271.75,280.99826,-3.4412537
55083,1996-04-14 03:00:00,40.25,271.75,276.73224,-3.020691
55119,1996-04-15 15:00:00,40.25,271.75,280.23218,-3.0236511
55120,1996-04-15 16:00:00,40.25,271.75,278.3806,-3.3683167
55121,1996-04-15 17:00:00,40.25,271.75,277.41745,-2.9116516
55126,1996-04-15 22:00:00,40.25,271.75,276.8298,-2.8814697
55127,1996-04-15 23:00:00,40.25,271.75,276.6455,-2.6237488
55252,1996-04-21 04:00:00,40.25,271.75,282.21924,-2.818634
55294,1996-04-22 22:00:00,40.25,271.75,286.95212,-3.412445
55306,1996-04-23 10:00:00,40.25,271.75,277.94894,-2.680481
55366,1996-04-25 22:00:00,40.25,271.75,287.31528,-3.0258484
55380,1996-04-26 12:00:00,40.25,271.75,281.2055,-2.6444092
55405,1996-04-27 13:00:00,40.25,271.75,276.70004,-2.5378723
55460,1996-04-29 20:00:00,40.25,271.75,284.82053,-2.507782
55461,1996-04-29 21:00:00,40.25,271.75,284.64117,-2.6906433
55462,1996-04-29 22:00:00,40.25,271.75,283.6397,-3.2022095
55463,1996-04-29 23:00:00,40.25,271.75,282.63113,-2.8605042
55464,1996-04-30 00:00:00,40.25,271.75,281.0186,-3.0187073
55606,1996-05-05 22:00:00,40.25,271.75,286.13754,-2.8581543
55607,1996-05-05 23:00:00,40.25,271.75,286.3312,-2.735199
55608,1996-05-06 00:00:00,40.25,271.75,286.38217,-2.5602112
55651,1996-05-07 19:00:00,40.25,271.75,285.9926,-2.7210693
55652,1996-05-07 20:00:00,40.25,271.75,286.49988,-2.6245422
55726,1996-05-10 22:00:00,40.25,271.75,291.28827,-3.5937195
55727,1996-05-10 23:00:00,40.25,271.75,289.21164,-3.909607
55728,1996-05-11 00:00:00,40.25,271.75,285.9284,-4.0507507
55969,1996-05-21 01:00:00,40.25,271.75,297.38843,-2.6580505
55971,1996-05-21 03:00:00,40.25,271.75,291.55957,-2.5004883
55972,1996-05-21 04:00:00,40.25,271.75,288.8772,-3.342926
56005,1996-05-22 13:00:00,40.25,271.75,287.5722,-2.628479
56038,1996-05-23 22:00:00,40.25,271.75,291.11835,-2.8043823
56039,1996-05-23 23:00:00,40.25,271.75,291.0315,-2.6917114
56059,1996-05-24 19:00:00,40.25,271.75,292.8183,-2.800171
56060,1996-05-24 20:00:00,40.25,271.75,292.49298,-3.1361084
56061,1996-05-24 21:00:00,40.25,271.75,291.94427,-3.6600647
56062,1996-05-24 22:00:00,40.25,271.75,290.2123,-4.688446
56063,1996-05-24 23:00:00,40.25,271.75,288.73413,-4.137268
56064,1996-05-25 00:00:00,40.25,271.75,288.88815,-2.776825
56065,1996-05-25 01:00:00,40.25,271.75,288.38818,-3.1749878
56066,1996-05-25 02:00:00,40.25,271.75,287.7816,-2.8398743
56068,1996-05-25 04:00:00,40.25,271.75,286.61255,-2.4999695
56397,1996-06-07 21:00:00,40.25,271.75,292.27734,-2.484253
56446,1996-06-09 22:00:00,40.25,271.75,290.80347,-3.2270203
56447,1996-06-09 23:00:00,40.25,271.75,290.36523,-2.7416077
56470,1996-06-10 22:00:00,40.25,271.75,292.19925,-2.4913025
56990,1996-07-02 14:00:00,40.25,271.75,294.788,-2.5500488
56995,1996-07-02 19:00:00,40.25,271.75,299.97058,-2.7998047
57003,1996-07-03 03:00:00,40.25,271.75,291.69028,-2.9216003
57038,1996-07-04 14:00:00,40.25,271.75,287.294,-3.0473938
57051,1996-07-05 03:00:00,40.25,271.75,288.17352,-2.5931702
57062,1996-07-05 14:00:00,40.25,271.75,290.2348,-3.63797
57075,1996-07-06 03:00:00,40.25,271.75,289.21674,-3.3200684
57076,1996-07-06 04:00:00,40.25,271.75,288.73712,-2.722229
57086,1996-07-06 14:00:00,40.25,271.75,291.83475,-3.8673096
57118,1996-07-07 22:00:00,40.25,271.75,300.91156,-2.7728577
57134,1996-07-08 14:00:00,40.25,271.75,293.62503,-3.1562195
57147,1996-07-09 03:00:00,40.25,271.75,291.1198,-4.29657
57148,1996-07-09 04:00:00,40.25,271.75,290.67596,-3.2101746
57158,1996-07-09 14:00:00,40.25,271.75,289.61435,-3.1032715
57171,1996-07-10 03:00:00,40.25,271.75,286.9147,-3.2030945
57182,1996-07-10 14:00:00,40.25,271.75,288.5644,-2.845337
57195,1996-07-11 03:00:00,40.25,271.75,287.69687,-2.787384
57206,1996-07-11 14:00:00,40.25,271.75,289.59525,-3.262268
57230,1996-07-12 14:00:00,40.25,271.75,292.4812,-3.195465
57254,1996-07-13 14:00:00,40.25,271.75,293.79968,-2.583435
57278,1996-07-14 14:00:00,40.25,271.75,292.7057,-3.3433228
57282,1996-07-14 18:00:00,40.25,271.75,297.38483,-2.5475464
57286,1996-07-14 22:00:00,40.25,271.75,292.3167,-2.7476501
57287,1996-07-14 23:00:00,40.25,271.75,292.1727,-2.764679
57302,1996-07-15 14:00:00,40.25,271.75,289.23126,-3.2742004
57326,1996-07-16 14:00:00,40.25,271.75,293.24576,-3.1648865
57358,1996-07-17 22:00:00,40.25,271.75,298.324,-3.9561462
57406,1996-07-19 22:00:00,40.25,271.75,298.55493,-3.1282043
57411,1996-07-20 03:00:00,40.25,271.75,290.82697,-3.222168
57422,1996-07-20 14:00:00,40.25,271.75,291.66782,-2.7016907
57474,1996-07-22 18:00:00,40.25,271.75,292.4812,-2.987854
57475,1996-07-22 19:00:00,40.25,271.75,292.8066,-3.6645813
57476,1996-07-22 20:00:00,40.25,271.75,293.1245,-4.0532227
57478,1996-07-22 22:00:00,40.25,271.75,295.14038,-2.745697
57479,1996-07-22 23:00:00,40.25,271.75,294.33627,-3.5591125
57480,1996-07-23 00:00:00,40.25,271.75,294.51932,-3.0967407
57483,1996-07-23 03:00:00,40.25,271.75,289.39923,-4.572571
57493,1996-07-23 13:00:00,40.25,271.75,290.00665,-2.9108276
57494,1996-07-23 14:00:00,40.25,271.75,290.25073,-4.3492737
57524,1996-07-24 20:00:00,40.25,271.75,297.76334,-3.5140076
57525,1996-07-24 21:00:00,40.25,271.75,298.3801,-2.7449036
57854,1996-08-07 14:00:00,40.25,271.75,296.90167,-3.1583557
58030,1996-08-14 22:00:00,40.25,271.75,299.23782,-3.160492
58318,1996-08-26 22:00:00,40.25,271.75,297.38095,-2.5959778
58319,1996-08-26 23:00:00,40.25,271.75,296.22375,-3.5625305
58320,1996-08-27 00:00:00,40.25,271.75,296.35254,-2.8249512
58429,1996-08-31 13:00:00,40.25,271.75,289.43115,-2.6411133
58438,1996-08-31 22:00:00,40.25,271.75,296.70285,-2.6722717
58439,1996-08-31 23:00:00,40.25,271.75,296.3707,-2.6271057
58607,1996-09-07 23:00:00,40.25,271.75,297.28415,-2.718048
58631,1996-09-08 23:00:00,40.25,271.75,296.083,-4.4227905
58685,1996-09-11 05:00:00,40.25,271.75,290.25586,-3.9020996
58702,1996-09-11 22:00:00,40.25,271.75,295.19864,-3.456787
58703,1996-09-11 23:00:00,40.25,271.75,295.1718,-2.681305
58714,1996-09-12 10:00:00,40.25,271.75,283.48697,-3.473114
58715,1996-09-12 11:00:00,40.25,271.75,283.06848,-3.1398926
58726,1996-09-12 22:00:00,40.25,271.75,290.18594,-3.1479187
58731,1996-09-13 03:00:00,40.25,271.75,286.67242,-3.0155334
58732,1996-09-13 04:00:00,40.25,271.75,286.3791,-2.6324768
58736,1996-09-13 08:00:00,40.25,271.75,284.0664,-2.5484924
58738,1996-09-13 10:00:00,40.25,271.75,282.3353,-2.8177795
58750,1996-09-13 22:00:00,40.25,271.75,289.63278,-2.5643005
58755,1996-09-14 03:00:00,40.25,271.75,282.95068,-3.6902466
58756,1996-09-14 04:00:00,40.25,271.75,282.79184,-3.0259705
58757,1996-09-14 05:00:00,40.25,271.75,282.23154,-2.997589
58762,1996-09-14 10:00:00,40.25,271.75,279.4574,-2.9919739
58763,1996-09-14 11:00:00,40.25,271.75,279.38565,-2.7769775
58765,1996-09-14 13:00:00,40.25,271.75,280.40204,-3.0307007
58779,1996-09-15 03:00:00,40.25,271.75,284.20245,-2.7077637
58786,1996-09-15 10:00:00,40.25,271.75,280.88412,-2.5920105
58798,1996-09-15 22:00:00,40.25,271.75,291.2366,-3.8034058
58799,1996-09-15 23:00:00,40.25,271.75,291.01596,-3.5379639
58800,1996-09-16 00:00:00,40.25,271.75,290.28268,-3.309204
58820,1996-09-16 20:00:00,40.25,271.75,290.4112,-2.7250671
58882,1996-09-19 10:00:00,40.25,271.75,280.51025,-2.6509705
58954,1996-09-22 10:00:00,40.25,271.75,284.90485,-2.7998962
59014,1996-09-24 22:00:00,40.25,271.75,291.00775,-3.022583
59015,1996-09-24 23:00:00,40.25,271.75,290.5816,-2.7801514
59019,1996-09-25 03:00:00,40.25,271.75,283.58426,-2.6783142
59074,1996-09-27 10:00:00,40.25,271.75,288.09338,-2.8252869
59112,1996-09-29 00:00:00,40.25,271.75,284.9252,-3.3697815
59134,1996-09-29 22:00:00,40.25,271.75,291.95078,-2.761383
59135,1996-09-29 23:00:00,40.25,271.75,291.25015,-2.8452454
59158,1996-09-30 22:00:00,40.25,271.75,292.7538,-2.706604
59170,1996-10-01 10:00:00,40.25,271.75,282.66278,-2.512024
59206,1996-10-02 22:00:00,40.25,271.75,287.52127,-6.0831604
59207,1996-10-02 23:00:00,40.25,271.75,286.84174,-3.9704285
59211,1996-10-03 03:00:00,40.25,271.75,282.75613,-3.6835022
59212,1996-10-03 04:00:00,40.25,271.75,282.60452,-2.9815063
59213,1996-10-03 05:00:00,40.25,271.75,281.5483,-3.0811157
59214,1996-10-03 06:00:00,40.25,271.75,280.8947,-2.9923096
59215,1996-10-03 07:00:00,40.25,271.75,280.82227,-3.563507
59216,1996-10-03 08:00:00,40.25,271.75,279.86374,-3.8025208
59217,1996-10-03 09:00:00,40.25,271.75,279.34998,-4.1004333
59218,1996-10-03 10:00:00,40.25,271.75,279.53525,-3.817047
59219,1996-10-03 11:00:00,40.25,271.75,278.64075,-3.6829834
59230,1996-10-03 22:00:00,40.25,271.75,283.54114,-2.563263
59302,1996-10-06 22:00:00,40.25,271.75,292.66125,-3.0776367
59303,1996-10-06 23:00:00,40.25,271.75,292.3706,-2.7471924
59314,1996-10-07 10:00:00,40.25,271.75,282.1848,-2.7816467
59315,1996-10-07 11:00:00,40.25,271.75,281.93372,-2.6221619
59324,1996-10-07 20:00:00,40.25,271.75,291.3953,-3.4952393
59325,1996-10-07 21:00:00,40.25,271.75,289.3623,-4.6763916
59326,1996-10-07 22:00:00,40.25,271.75,285.66605,-5.5904846
59327,1996-10-07 23:00:00,40.25,271.75,285.3255,-3.6088867
59346,1996-10-08 18:00:00,40.25,271.75,282.57874,-2.7297058
59347,1996-10-08 19:00:00,40.25,271.75,282.73944,-2.6420593
59357,1996-10-09 05:00:00,40.25,271.75,279.919,-2.6204224
59374,1996-10-09 22:00:00,40.25,271.75,283.7084,-3.0629883
59395,1996-10-10 19:00:00,40.25,271.75,282.92987,-2.527832
59398,1996-10-10 22:00:00,40.25,271.75,281.55765,-2.7766113
59403,1996-10-11 03:00:00,40.25,271.75,278.751,-3.0083008
59404,1996-10-11 04:00:00,40.25,271.75,278.0648,-3.1739502
59405,1996-10-11 05:00:00,40.25,271.75,276.10324,-4.1538086
59406,1996-10-11 06:00:00,40.25,271.75,276.20197,-2.77948
59410,1996-10-11 10:00:00,40.25,271.75,273.0113,-2.701477
59482,1996-10-14 10:00:00,40.25,271.75,283.92786,-2.8944092
59483,1996-10-14 11:00:00,40.25,271.75,283.66937,-2.6524963
59506,1996-10-15 10:00:00,40.25,271.75,285.91647,-2.5333252
59518,1996-10-15 22:00:00,40.25,271.75,293.56973,-3.1305542
59519,1996-10-15 23:00:00,40.25,271.75,293.0874,-2.6123962
59566,1996-10-17 22:00:00,40.25,271.75,289.62927,-5.787903
59567,1996-10-17 23:00:00,40.25,271.75,289.71716,-2.9024353
59570,1996-10-18 02:00:00,40.25,271.75,286.07568,-2.8821716
59571,1996-10-18 03:00:00,40.25,271.75,281.9632,-4.2117615
59572,1996-10-18 04:00:00,40.25,271.75,281.26764,-3.3779297
59590,1996-10-18 22:00:00,40.25,271.75,282.10425,-3.425415
59591,1996-10-18 23:00:00,40.25,271.75,281.67282,-3.1243896
59595,1996-10-19 03:00:00,40.25,271.75,277.9981,-2.825653
59602,1996-10-19 10:00:00,40.25,271.75,272.0169,-3.8476562
59603,1996-10-19 11:00:00,40.25,271.75,271.5361,-4.025818
59604,1996-10-19 12:00:00,40.25,271.75,272.17828,-3.0000305
59605,1996-10-19 13:00:00,40.25,271.75,272.92697,-2.6559753
59614,1996-10-19 22:00:00,40.25,271.75,283.4968,-2.63089
59619,1996-10-20 03:00:00,40.25,271.75,277.90836,-2.721283
59624,1996-10-20 08:00:00,40.25,271.75,273.23358,-2.6243896
59633,1996-10-20 17:00:00,40.25,271.75,283.52106,-2.9048462
59639,1996-10-20 23:00:00,40.25,271.75,284.88705,-2.606903
59662,1996-10-21 22:00:00,40.25,271.75,289.0554,-2.5697632
59663,1996-10-21 23:00:00,40.25,271.75,288.5451,-2.6053467
59691,1996-10-23 03:00:00,40.25,271.75,282.32007,-3.210266
59693,1996-10-23 05:00:00,40.25,271.75,279.56235,-3.154541
59722,1996-10-24 10:00:00,40.25,271.75,278.08923,-3.3552551
59723,1996-10-24 11:00:00,40.25,271.75,277.37128,-3.1452026
59734,1996-10-24 22:00:00,40.25,271.75,286.42587,-2.7444153
59735,1996-10-24 23:00:00,40.25,271.75,285.25403,-3.0599976
59818,1996-10-28 10:00:00,40.25,271.75,282.622,-3.1838074
59819,1996-10-28 11:00:00,40.25,271.75,282.09305,-3.2801514
59830,1996-10-28 22:00:00,40.25,271.75,284.7525,-2.6358948
59857,1996-10-30 01:00:00,40.25,271.75,291.03094,-2.8433838
59866,1996-10-30 10:00:00,40.25,271.75,284.68887,-2.812561
59867,1996-10-30 11:00:00,40.25,271.75,284.04553,-2.7844849
59878,1996-10-30 22:00:00,40.25,271.75,279.28217,-3.3745422
59879,1996-10-30 23:00:00,40.25,271.75,278.97412,-2.690277
59883,1996-10-31 03:00:00,40.25,271.75,275.4276,-2.586609
59914,1996-11-01 10:00:00,40.25,271.75,271.73056,-2.593811
60058,1996-11-07 10:00:00,40.25,271.75,279.37482,-2.6644897
60067,1996-11-07 19:00:00,40.25,271.75,275.60596,-2.777893
60091,1996-11-08 19:00:00,40.25,271.75,279.64178,-2.5860596
60094,1996-11-08 22:00:00,40.25,271.75,276.85312,-2.6362305
60307,1996-11-17 19:00:00,40.25,271.75,280.65988,-3.0266418
60308,1996-11-17 20:00:00,40.25,271.75,278.76315,-2.777588
60310,1996-11-17 22:00:00,40.25,271.75,276.06873,-3.6530762
60311,1996-11-17 23:00:00,40.25,271.75,274.89468,-3.3815613
60334,1996-11-18 22:00:00,40.25,271.75,276.5327,-2.4963684
60509,1996-11-26 05:00:00,40.25,271.75,270.1531,-2.996521
60510,1996-11-26 06:00:00,40.25,271.75,269.04648,-3.2054443
60694,1996-12-03 22:00:00,40.25,271.75,271.15878,-2.5601196
60695,1996-12-03 23:00:00,40.25,271.75,270.762,-2.5201416
60718,1996-12-04 22:00:00,40.25,271.75,272.1268,-2.5137024
60977,1996-12-15 17:00:00,40.25,271.75,275.5085,-3.206787
60978,1996-12-15 18:00:00,40.25,271.75,273.81512,-2.6479797
60982,1996-12-15 22:00:00,40.25,271.75,272.62762,-2.5352478
61054,1996-12-18 22:00:00,40.25,271.75,261.90784,-3.28302
61055,1996-12-18 23:00:00,40.25,271.75,261.71347,-2.8043823
61178,1996-12-24 02:00:00,40.25,271.75,279.30524,-4.0378113
61179,1996-12-24 03:00:00,40.25,271.75,273.94327,-4.918518
61181,1996-12-24 05:00:00,40.25,271.75,270.90576,-3.2959595
61182,1996-12-24 06:00:00,40.25,271.75,268.97443,-4.16745
61183,1996-12-24 07:00:00,40.25,271.75,268.02072,-3.0879517
61184,1996-12-24 08:00:00,40.25,271.75,266.1133,-2.5341187
61186,1996-12-24 10:00:00,40.25,271.75,262.14603,-3.345337
61187,1996-12-24 11:00:00,40.25,271.75,261.8919,-2.5205383
61198,1996-12-24 22:00:00,40.25,271.75,264.51086,-2.5563354
61318,1996-12-29 22:00:00,40.25,271.75,272.71887,-3.4099426
61338,1996-12-30 18:00:00,40.25,271.75,273.9875,-3.3487854
61339,1996-12-30 19:00:00,40.25,271.75,274.7221,-3.6219482
61340,1996-12-30 20:00:00,40.25,271.75,275.68048,-3.4925232
61341,1996-12-30 21:00:00,40.25,271.75,276.47253,-2.9945374
61342,1996-12-30 22:00:00,40.25,271.75,273.71994,-5.5535583
61343,1996-12-30 23:00:00,40.25,271.75,272.84018,-3.0908508
61366,1996-12-31 22:00:00,40.25,271.75,273.12042,-2.5292053
61467,1997-01-05 03:00:00,40.25,271.75,279.2246,-3.2676392
61535,1997-01-07 23:00:00,40.25,271.75,266.5361,-3.199707
61593,1997-01-10 09:00:00,40.25,271.75,263.5841,-2.5787354
61594,1997-01-10 10:00:00,40.25,271.75,260.85904,-3.5046692
61599,1997-01-10 15:00:00,40.25,271.75,257.5416,-2.518158
61600,1997-01-10 16:00:00,40.25,271.75,257.02567,-2.5735168
61602,1997-01-10 18:00:00,40.25,271.75,256.05234,-2.768341
61606,1997-01-10 22:00:00,40.25,271.75,254.87352,-2.581833
61611,1997-01-11 03:00:00,40.25,271.75,256.41098,-3.094757
61612,1997-01-11 04:00:00,40.25,271.75,256.89667,-3.0761414
61613,1997-01-11 05:00:00,40.25,271.75,257.1875,-3.061432
61614,1997-01-11 06:00:00,40.25,271.75,257.32037,-2.9065247
61618,1997-01-11 10:00:00,40.25,271.75,254.5612,-2.733963
61619,1997-01-11 11:00:00,40.25,271.75,254.52577,-2.5123444
61620,1997-01-11 12:00:00,40.25,271.75,254.13307,-2.8330536
61621,1997-01-11 13:00:00,40.25,271.75,254.23051,-2.6137238
61622,1997-01-11 14:00:00,40.25,271.75,254.29399,-2.5105743
61625,1997-01-11 17:00:00,40.25,271.75,255.12956,-2.4828644
61626,1997-01-11 18:00:00,40.25,271.75,255.09857,-2.6739502
61735,1997-01-16 07:00:00,40.25,271.75,265.54965,-2.6288452
61738,1997-01-16 10:00:00,40.25,271.75,259.3989,-3.292389
61894,1997-01-22 22:00:00,40.25,271.75,277.43268,-3.1152344
61895,1997-01-22 23:00:00,40.25,271.75,276.63736,-2.796692
61939,1997-01-24 19:00:00,40.25,271.75,274.57794,-3.2567444
61940,1997-01-24 20:00:00,40.25,271.75,274.11795,-2.61557
61950,1997-01-25 06:00:00,40.25,271.75,265.91696,-3.0362244
61964,1997-01-25 20:00:00,40.25,271.75,261.44623,-2.530426
61966,1997-01-25 22:00:00,40.25,271.75,260.66263,-3.4786377
61967,1997-01-25 23:00:00,40.25,271.75,260.46637,-3.0713196
61968,1997-01-26 00:00:00,40.25,271.75,259.91788,-2.5872498
62014,1997-01-27 22:00:00,40.25,271.75,267.4117,-3.8059387
62015,1997-01-27 23:00:00,40.25,271.75,266.8408,-2.952423
62019,1997-01-28 03:00:00,40.25,271.75,263.03207,-2.4994507
62158,1997-02-02 22:00:00,40.25,271.75,276.40735,-4.2112427
62159,1997-02-02 23:00:00,40.25,271.75,276.3228,-3.2928772
62422,1997-02-13 22:00:00,40.25,271.75,271.76465,-2.7912598
62458,1997-02-15 10:00:00,40.25,271.75,264.27087,-2.6854553
62494,1997-02-16 22:00:00,40.25,271.75,269.3364,-2.7942505
62566,1997-02-19 22:00:00,40.25,271.75,279.5372,-2.7358704
62567,1997-02-19 23:00:00,40.25,271.75,279.20926,-2.7509766
62568,1997-02-20 00:00:00,40.25,271.75,277.0742,-2.9532166
62608,1997-02-21 16:00:00,40.25,271.75,284.30478,-4.0329895
62609,1997-02-21 17:00:00,40.25,271.75,280.8219,-4.201721
62611,1997-02-21 19:00:00,40.25,271.75,278.01248,-10.16629
62612,1997-02-21 20:00:00,40.25,271.75,277.04178,-10.178406
62613,1997-02-21 21:00:00,40.25,271.75,276.25128,-8.403412
62614,1997-02-21 22:00:00,40.25,271.75,274.65448,-4.0572815
62664,1997-02-24 00:00:00,40.25,271.75,271.5904,-3.3589478
62686,1997-02-24 22:00:00,40.25,271.75,270.25464,-3.0584106
62758,1997-02-27 22:00:00,40.25,271.75,275.15784,-2.7722778
62806,1997-03-01 22:00:00,40.25,271.75,288.11252,-3.5566406
62807,1997-03-01 23:00:00,40.25,271.75,287.57092,-3.5916748
62808,1997-03-02 00:00:00,40.25,271.75,286.83786,-2.7644043
62811,1997-03-02 03:00:00,40.25,271.75,282.77136,-2.5323486
62813,1997-03-02 05:00:00,40.25,271.75,280.8236,-3.4709167
62814,1997-03-02 06:00:00,40.25,271.75,278.1639,-3.5366516
62874,1997-03-04 18:00:00,40.25,271.75,283.26852,-2.8588867
62875,1997-03-04 19:00:00,40.25,271.75,283.3156,-2.687683
62876,1997-03-04 20:00:00,40.25,271.75,283.17142,-3.0283813
62877,1997-03-04 21:00:00,40.25,271.75,283.06842,-3.1328735
62878,1997-03-04 22:00:00,40.25,271.75,281.4572,-4.445587
62879,1997-03-04 23:00:00,40.25,271.75,280.47723,-4.896576
62880,1997-03-05 00:00:00,40.25,271.75,280.00464,-3.243042
62926,1997-03-06 22:00:00,40.25,271.75,273.37738,-2.5107727
62962,1997-03-08 10:00:00,40.25,271.75,278.99057,-2.520111
62974,1997-03-08 22:00:00,40.25,271.75,282.5625,-2.540741
62996,1997-03-09 20:00:00,40.25,271.75,282.92606,-2.5003357
62999,1997-03-09 23:00:00,40.25,271.75,281.0565,-2.6796265
63000,1997-03-10 00:00:00,40.25,271.75,278.55994,-2.6150208
