,time,latitude,longitude,2m_temperature,diff
98953,2001-04-16 01:00:00,40.25,271.75,283.0172,-2.6241455
98955,2001-04-16 03:00:00,40.25,271.75,279.077,-2.660675
98958,2001-04-16 06:00:00,40.25,271.75,279.85638,-2.7834778
98962,2001-04-16 10:00:00,40.25,271.75,273.5936,-2.8888855
98974,2001-04-16 22:00:00,40.25,271.75,276.8445,-3.3512573
98975,2001-04-16 23:00:00,40.25,271.75,277.0766,-2.5343018
98979,2001-04-17 03:00:00,40.25,271.75,272.74228,-3.1781616
99140,2001-04-23 20:00:00,40.25,271.75,291.85498,-3.5815125
99141,2001-04-23 21:00:00,40.25,271.75,290.2069,-3.3619995
99142,2001-04-23 22:00:00,40.25,271.75,287.70575,-4.028656
99143,2001-04-23 23:00:00,40.25,271.75,287.13763,-4.4227295
99144,2001-04-24 00:00:00,40.25,271.75,285.64667,-4.0066223
99145,2001-04-24 01:00:00,40.25,271.75,284.5578,-2.6578674
99150,2001-04-24 06:00:00,40.25,271.75,280.68167,-2.6783142
99174,2001-04-25 06:00:00,40.25,271.75,279.87177,-2.6150818
99175,2001-04-25 07:00:00,40.25,271.75,278.71475,-3.041748
99408,2001-05-05 00:00:00,40.25,271.75,295.98004,-2.9978027
99454,2001-05-06 22:00:00,40.25,271.75,295.7204,-3.3954773
99455,2001-05-06 23:00:00,40.25,271.75,294.66574,-3.7066956
99456,2001-05-07 00:00:00,40.25,271.75,293.55478,-2.754181
99477,2001-05-07 21:00:00,40.25,271.75,289.27246,-2.7683105
99571,2001-05-11 19:00:00,40.25,271.75,295.61392,-4.487671
99579,2001-05-12 03:00:00,40.25,271.75,287.51724,-2.8206787
99580,2001-05-12 04:00:00,40.25,271.75,285.943,-2.949646
99581,2001-05-12 05:00:00,40.25,271.75,284.05386,-2.849701
99603,2001-05-13 03:00:00,40.25,271.75,282.70474,-2.6112366
99819,2001-05-22 03:00:00,40.25,271.75,285.8409,-3.459137
99820,2001-05-22 04:00:00,40.25,271.75,285.75696,-2.7337341
99862,2001-05-23 22:00:00,40.25,271.75,284.06723,-6.023773
99931,2001-05-26 19:00:00,40.25,271.75,288.7931,-3.5258179
99933,2001-05-26 21:00:00,40.25,271.75,289.55338,-2.8332825
99934,2001-05-26 22:00:00,40.25,271.75,284.94955,-2.7461548
99987,2001-05-29 03:00:00,40.25,271.75,284.39154,-2.5873718
100149,2001-06-04 21:00:00,40.25,271.75,287.5432,-2.6734314
100166,2001-06-05 14:00:00,40.25,271.75,287.18936,-2.6672668
100238,2001-06-08 14:00:00,40.25,271.75,288.28473,-2.9885864
100395,2001-06-15 03:00:00,40.25,271.75,296.0841,-3.250183
100396,2001-06-15 04:00:00,40.25,271.75,296.19617,-2.742096
100397,2001-06-15 05:00:00,40.25,271.75,295.9919,-2.611908
100531,2001-06-20 19:00:00,40.25,271.75,294.77454,-3.144989
100532,2001-06-20 20:00:00,40.25,271.75,295.72412,-2.870697
100533,2001-06-20 21:00:00,40.25,271.75,296.02322,-2.7518005
100611,2001-06-24 03:00:00,40.25,271.75,288.27393,-3.3779297
100803,2001-07-02 03:00:00,40.25,271.75,285.14557,-3.901947
100804,2001-07-02 04:00:00,40.25,271.75,285.41763,-2.813263
100805,2001-07-02 05:00:00,40.25,271.75,284.5652,-2.993927
100842,2001-07-03 18:00:00,40.25,271.75,296.12985,-4.356598
100843,2001-07-03 19:00:00,40.25,271.75,294.37558,-2.5023499
100844,2001-07-03 20:00:00,40.25,271.75,294.94553,-4.209381
100910,2001-07-06 14:00:00,40.25,271.75,288.16644,-2.6376648
100934,2001-07-07 14:00:00,40.25,271.75,295.17856,-2.5570984
100964,2001-07-08 20:00:00,40.25,271.75,301.83298,-2.967987
100965,2001-07-08 21:00:00,40.25,271.75,301.31223,-3.750702
100966,2001-07-08 22:00:00,40.25,271.75,301.22058,-3.8675842
100967,2001-07-08 23:00:00,40.25,271.75,300.87537,-3.6209717
100968,2001-07-09 00:00:00,40.25,271.75,301.1891,-2.990265
100970,2001-07-09 02:00:00,40.25,271.75,300.43573,-2.4870605
100971,2001-07-09 03:00:00,40.25,271.75,296.3711,-4.0522156
100972,2001-07-09 04:00:00,40.25,271.75,295.51318,-2.9513855
100982,2001-07-09 14:00:00,40.25,271.75,297.40646,-2.6881104
101112,2001-07-15 00:00:00,40.25,271.75,296.54556,-2.8528442
101113,2001-07-15 01:00:00,40.25,271.75,295.05652,-3.5872803
101115,2001-07-15 03:00:00,40.25,271.75,291.28864,-2.7123108
101208,2001-07-19 00:00:00,40.25,271.75,298.85623,-2.5821533
101227,2001-07-19 19:00:00,40.25,271.75,299.5775,-3.0505981
101307,2001-07-23 03:00:00,40.25,271.75,298.5165,-2.513794
101326,2001-07-23 22:00:00,40.25,271.75,300.4979,-4.737549
101327,2001-07-23 23:00:00,40.25,271.75,300.26373,-3.07193
101371,2001-07-25 19:00:00,40.25,271.75,298.17648,-3.1177063
101372,2001-07-25 20:00:00,40.25,271.75,296.25858,-6.052246
101373,2001-07-25 21:00:00,40.25,271.75,296.2304,-6.1848145
101374,2001-07-25 22:00:00,40.25,271.75,297.34998,-2.6802673
101739,2001-08-10 03:00:00,40.25,271.75,299.76294,-2.574829
101763,2001-08-11 03:00:00,40.25,271.75,294.03116,-3.1394958
101811,2001-08-13 03:00:00,40.25,271.75,294.18854,-2.993103
101835,2001-08-14 03:00:00,40.25,271.75,290.93384,-3.4828186
101836,2001-08-14 04:00:00,40.25,271.75,290.55435,-2.6252441
101837,2001-08-14 05:00:00,40.25,271.75,289.51123,-2.6096497
101845,2001-08-14 13:00:00,40.25,271.75,287.55844,-2.7885437
101859,2001-08-15 03:00:00,40.25,271.75,289.80237,-3.5214539
101860,2001-08-15 04:00:00,40.25,271.75,289.0784,-2.8782043
101907,2001-08-17 03:00:00,40.25,271.75,289.96133,-3.418579
101908,2001-08-17 04:00:00,40.25,271.75,289.8971,-2.5877075
101909,2001-08-17 05:00:00,40.25,271.75,289.3284,-2.5131226
101917,2001-08-17 13:00:00,40.25,271.75,288.53107,-2.5624084
101918,2001-08-17 14:00:00,40.25,271.75,290.4828,-2.6140747
101931,2001-08-18 03:00:00,40.25,271.75,292.71152,-2.6836853
101950,2001-08-18 22:00:00,40.25,271.75,293.95984,-5.5229797
101951,2001-08-18 23:00:00,40.25,271.75,291.91644,-3.2159424
101955,2001-08-19 03:00:00,40.25,271.75,290.01428,-2.890625
101956,2001-08-19 04:00:00,40.25,271.75,289.5577,-2.5882263
101979,2001-08-20 03:00:00,40.25,271.75,288.7393,-2.7066956
101989,2001-08-20 13:00:00,40.25,271.75,287.43326,-2.6568909
101990,2001-08-20 14:00:00,40.25,271.75,289.63535,-2.5898438
102046,2001-08-22 22:00:00,40.25,271.75,303.18405,-2.5209656
102047,2001-08-22 23:00:00,40.25,271.75,302.04218,-3.3836365
102119,2001-08-25 23:00:00,40.25,271.75,296.8985,-3.6900024
102148,2001-08-27 04:00:00,40.25,271.75,293.0635,-2.5816956
102267,2001-09-01 03:00:00,40.25,271.75,290.99228,-2.6122131
102363,2001-09-05 03:00:00,40.25,271.75,291.2465,-2.7493896
102427,2001-09-07 19:00:00,40.25,271.75,299.58136,-3.0599976
102428,2001-09-07 20:00:00,40.25,271.75,300.09494,-3.0601196
102446,2001-09-08 14:00:00,40.25,271.75,296.34076,-2.5755005
102450,2001-09-08 18:00:00,40.25,271.75,296.95013,-3.3655396
102451,2001-09-08 19:00:00,40.25,271.75,297.21338,-3.5212402
102454,2001-09-08 22:00:00,40.25,271.75,297.5992,-4.0552673
102478,2001-09-09 22:00:00,40.25,271.75,288.833,-3.5366516
102483,2001-09-10 03:00:00,40.25,271.75,285.20312,-2.8212585
102507,2001-09-11 03:00:00,40.25,271.75,289.1305,-2.6818848
102517,2001-09-11 13:00:00,40.25,271.75,285.90848,-2.7575684
102550,2001-09-12 22:00:00,40.25,271.75,297.93558,-2.6378784
102557,2001-09-13 05:00:00,40.25,271.75,289.50812,-2.6427307
102565,2001-09-13 13:00:00,40.25,271.75,288.2648,-2.7097778
102574,2001-09-13 22:00:00,40.25,271.75,290.49942,-4.5789795
102575,2001-09-13 23:00:00,40.25,271.75,290.7413,-3.2082214
102579,2001-09-14 03:00:00,40.25,271.75,286.33203,-4.6493835
102580,2001-09-14 04:00:00,40.25,271.75,286.43158,-3.6097717
102581,2001-09-14 05:00:00,40.25,271.75,286.30383,-3.2091064
102582,2001-09-14 06:00:00,40.25,271.75,286.19266,-2.6541443
102598,2001-09-14 22:00:00,40.25,271.75,290.274,-2.5940552
102694,2001-09-18 22:00:00,40.25,271.75,292.93976,-3.586853
102723,2001-09-20 03:00:00,40.25,271.75,288.4611,-2.5148926
102742,2001-09-20 22:00:00,40.25,271.75,293.74072,-2.8848267
102781,2001-09-22 13:00:00,40.25,271.75,284.0198,-2.6701355
102782,2001-09-22 14:00:00,40.25,271.75,286.41348,-3.0374146
102814,2001-09-23 22:00:00,40.25,271.75,290.80768,-3.243164
102819,2001-09-24 03:00:00,40.25,271.75,286.36472,-2.7366028
102820,2001-09-24 04:00:00,40.25,271.75,285.80246,-2.6782532
102826,2001-09-24 10:00:00,40.25,271.75,281.4952,-2.7555237
102843,2001-09-25 03:00:00,40.25,271.75,279.69052,-3.4511108
102844,2001-09-25 04:00:00,40.25,271.75,279.57785,-2.7336426
102845,2001-09-25 05:00:00,40.25,271.75,279.15536,-2.5074463
102854,2001-09-25 14:00:00,40.25,271.75,277.6115,-2.5159912
102867,2001-09-26 03:00:00,40.25,271.75,279.2583,-2.747589
102891,2001-09-27 03:00:00,40.25,271.75,283.9359,-2.6398315
102910,2001-09-27 22:00:00,40.25,271.75,289.28223,-2.9010315
102915,2001-09-28 03:00:00,40.25,271.75,283.1471,-2.6463318
102926,2001-09-28 14:00:00,40.25,271.75,282.22086,-2.5281982
102946,2001-09-29 10:00:00,40.25,271.75,280.47028,-3.48938
102947,2001-09-29 11:00:00,40.25,271.75,280.19083,-2.8181458
102948,2001-09-29 12:00:00,40.25,271.75,279.56607,-3.141388
102949,2001-09-29 13:00:00,40.25,271.75,280.45248,-2.969757
102950,2001-09-29 14:00:00,40.25,271.75,282.95148,-2.5796204
102982,2001-09-30 22:00:00,40.25,271.75,291.8692,-2.7869568
102983,2001-09-30 23:00:00,40.25,271.75,291.40747,-2.8591614
102997,2001-10-01 13:00:00,40.25,271.75,282.38705,-2.72583
103006,2001-10-01 22:00:00,40.25,271.75,294.99182,-2.541565
103018,2001-10-02 10:00:00,40.25,271.75,287.04147,-2.5806274
103019,2001-10-02 11:00:00,40.25,271.75,286.43866,-3.0195312
103030,2001-10-02 22:00:00,40.25,271.75,297.14664,-2.9797058
103054,2001-10-03 22:00:00,40.25,271.75,296.6536,-2.9962463
103059,2001-10-04 03:00:00,40.25,271.75,290.85092,-2.6377563
103063,2001-10-04 07:00:00,40.25,271.75,288.4631,-2.6938782
103078,2001-10-04 22:00:00,40.25,271.75,286.05963,-4.161194
103107,2001-10-06 03:00:00,40.25,271.75,277.6665,-3.0368958
103114,2001-10-06 10:00:00,40.25,271.75,274.09705,-3.1276245
103115,2001-10-06 11:00:00,40.25,271.75,274.17532,-2.8032227
103117,2001-10-06 13:00:00,40.25,271.75,274.75632,-2.7006226
103131,2001-10-07 03:00:00,40.25,271.75,276.09,-2.5262756
103151,2001-10-07 23:00:00,40.25,271.75,286.10577,-2.9169006
103219,2001-10-10 19:00:00,40.25,271.75,290.41467,-3.157013
103220,2001-10-10 20:00:00,40.25,271.75,289.91623,-4.7516174
103221,2001-10-10 21:00:00,40.25,271.75,290.44107,-4.4807434
103222,2001-10-10 22:00:00,40.25,271.75,291.7218,-3.1688843
103270,2001-10-12 22:00:00,40.25,271.75,287.71603,-3.2546692
103299,2001-10-14 03:00:00,40.25,271.75,287.76807,-3.1712646
103300,2001-10-14 04:00:00,40.25,271.75,286.9639,-2.5088196
103318,2001-10-14 22:00:00,40.25,271.75,284.54974,-2.4930115
103323,2001-10-15 03:00:00,40.25,271.75,281.05615,-2.740387
103390,2001-10-17 22:00:00,40.25,271.75,281.53638,-2.5949097
103391,2001-10-17 23:00:00,40.25,271.75,280.90906,-2.7723694
103439,2001-10-19 23:00:00,40.25,271.75,285.52713,-2.5230103
103462,2001-10-20 22:00:00,40.25,271.75,290.73212,-2.8118896
103563,2001-10-25 03:00:00,40.25,271.75,279.89822,-2.565155
103566,2001-10-25 06:00:00,40.25,271.75,279.2678,-2.9956665
103631,2001-10-27 23:00:00,40.25,271.75,276.62708,-2.8437805
103678,2001-10-29 22:00:00,40.25,271.75,286.23233,-2.77417
103774,2001-11-02 22:00:00,40.25,271.75,287.24606,-3.7478943
103775,2001-11-02 23:00:00,40.25,271.75,286.06494,-3.2954102
103779,2001-11-03 03:00:00,40.25,271.75,279.79486,-3.1672363
103780,2001-11-03 04:00:00,40.25,271.75,279.74835,-2.6307373
103786,2001-11-03 10:00:00,40.25,271.75,275.62198,-3.348938
103789,2001-11-03 13:00:00,40.25,271.75,277.88022,-2.5424194
103798,2001-11-03 22:00:00,40.25,271.75,288.29666,-2.9045105
103810,2001-11-04 10:00:00,40.25,271.75,279.61346,-2.799286
103811,2001-11-04 11:00:00,40.25,271.75,279.74753,-2.5437622
103822,2001-11-04 22:00:00,40.25,271.75,287.72366,-4.699768
103823,2001-11-04 23:00:00,40.25,271.75,287.27478,-3.3125305
103846,2001-11-05 22:00:00,40.25,271.75,282.9552,-2.6572266
103870,2001-11-06 22:00:00,40.25,271.75,285.88007,-2.5679321
103894,2001-11-07 22:00:00,40.25,271.75,289.92404,-2.7277222
103918,2001-11-08 22:00:00,40.25,271.75,280.06613,-3.5230103
103919,2001-11-08 23:00:00,40.25,271.75,280.19263,-2.5737305
103923,2001-11-09 03:00:00,40.25,271.75,276.23685,-3.1602478
103924,2001-11-09 04:00:00,40.25,271.75,275.34872,-3.316803
103925,2001-11-09 05:00:00,40.25,271.75,273.8364,-3.8008728
103926,2001-11-09 06:00:00,40.25,271.75,273.37695,-3.0586548
103927,2001-11-09 07:00:00,40.25,271.75,272.67175,-2.9306946
103930,2001-11-09 10:00:00,40.25,271.75,269.70154,-3.424408
103931,2001-11-09 11:00:00,40.25,271.75,269.54654,-3.5821228
103932,2001-11-09 12:00:00,40.25,271.75,269.2952,-3.3999634
103933,2001-11-09 13:00:00,40.25,271.75,269.7183,-2.8806763
103934,2001-11-09 14:00:00,40.25,271.75,273.1158,-2.6451416
103942,2001-11-09 22:00:00,40.25,271.75,281.81003,-2.648407
103966,2001-11-10 22:00:00,40.25,271.75,285.14948,-3.1644897
103978,2001-11-11 10:00:00,40.25,271.75,273.9741,-3.2721558
103979,2001-11-11 11:00:00,40.25,271.75,273.83737,-2.8553162
103990,2001-11-11 22:00:00,40.25,271.75,280.1552,-3.499939
103991,2001-11-11 23:00:00,40.25,271.75,279.01868,-3.487152
104014,2001-11-12 22:00:00,40.25,271.75,283.38132,-3.342865
104062,2001-11-14 22:00:00,40.25,271.75,289.52808,-2.7457275
104086,2001-11-15 22:00:00,40.25,271.75,289.92157,-2.8603516
104110,2001-11-16 22:00:00,40.25,271.75,289.72974,-3.9245605
104134,2001-11-17 22:00:00,40.25,271.75,287.9859,-4.683838
104135,2001-11-17 23:00:00,40.25,271.75,287.31998,-3.4432983
104175,2001-11-19 15:00:00,40.25,271.75,280.99765,-3.1970825
104182,2001-11-19 22:00:00,40.25,271.75,279.14706,-3.0768127
104183,2001-11-19 23:00:00,40.25,271.75,278.428,-2.706482
104187,2001-11-20 03:00:00,40.25,271.75,274.39645,-3.2121582
104188,2001-11-20 04:00:00,40.25,271.75,274.2874,-2.7858887
104189,2001-11-20 05:00:00,40.25,271.75,273.8356,-2.6912537
104190,2001-11-20 06:00:00,40.25,271.75,273.48578,-2.490448
104194,2001-11-20 10:00:00,40.25,271.75,270.52994,-2.708435
104230,2001-11-21 22:00:00,40.25,271.75,282.26306,-2.8869324
104326,2001-11-25 22:00:00,40.25,271.75,281.1964,-2.8041382
104374,2001-11-27 22:00:00,40.25,271.75,275.6103,-3.1090698
104375,2001-11-27 23:00:00,40.25,271.75,275.25894,-2.597412
104434,2001-11-30 10:00:00,40.25,271.75,281.05695,-2.6951904
104470,2001-12-01 22:00:00,40.25,271.75,277.53604,-3.5199585
104571,2001-12-06 03:00:00,40.25,271.75,287.12024,-2.8851013
104573,2001-12-06 05:00:00,40.25,271.75,286.3431,-2.8576355
104574,2001-12-06 06:00:00,40.25,271.75,283.00327,-3.7287903
104578,2001-12-06 10:00:00,40.25,271.75,278.41223,-2.959198
104614,2001-12-07 22:00:00,40.25,271.75,280.06616,-3.5907593
104615,2001-12-07 23:00:00,40.25,271.75,279.10385,-2.8094177
104638,2001-12-08 22:00:00,40.25,271.75,279.3317,-2.836914
104639,2001-12-08 23:00:00,40.25,271.75,278.66364,-2.602539
104643,2001-12-09 03:00:00,40.25,271.75,274.0144,-2.7913208
104650,2001-12-09 10:00:00,40.25,271.75,269.62506,-2.5145264
104651,2001-12-09 11:00:00,40.25,271.75,269.08737,-2.8698425
104653,2001-12-09 13:00:00,40.25,271.75,268.21527,-2.8413086
104662,2001-12-09 22:00:00,40.25,271.75,275.4948,-2.9743958
104686,2001-12-10 22:00:00,40.25,271.75,275.9176,-4.7269897
104687,2001-12-10 23:00:00,40.25,271.75,275.11285,-2.858307
104710,2001-12-11 22:00:00,40.25,271.75,278.10913,-3.2280884
104878,2001-12-18 22:00:00,40.25,271.75,279.50998,-2.498352
104926,2001-12-20 22:00:00,40.25,271.75,275.43228,-3.118988
104950,2001-12-21 22:00:00,40.25,271.75,276.15237,-3.710144
104971,2001-12-22 19:00:00,40.25,271.75,279.31824,-2.664978
104981,2001-12-23 05:00:00,40.25,271.75,277.36053,-4.7141113
104982,2001-12-23 06:00:00,40.25,271.75,273.867,-4.0689087
105130,2001-12-29 10:00:00,40.25,271.75,263.80035,-2.5268555
105190,2001-12-31 22:00:00,40.25,271.75,266.08008,-2.6217651
105214,2002-01-01 22:00:00,40.25,271.75,267.04974,-2.8996582
105238,2002-01-02 22:00:00,40.25,271.75,269.13028,-2.7348022
105262,2002-01-03 22:00:00,40.25,271.75,268.86032,-3.285797
105263,2002-01-03 23:00:00,40.25,271.75,267.85257,-3.1142273
105346,2002-01-07 10:00:00,40.25,271.75,265.92444,-2.8363953
105358,2002-01-07 22:00:00,40.25,271.75,267.68478,-2.9877625
105359,2002-01-07 23:00:00,40.25,271.75,267.18698,-2.8278809
105406,2002-01-09 22:00:00,40.25,271.75,281.5887,-3.174286
105454,2002-01-11 22:00:00,40.25,271.75,275.5431,-2.7305603
105579,2002-01-17 03:00:00,40.25,271.75,272.85355,-3.4217224
105586,2002-01-17 10:00:00,40.25,271.75,266.17557,-2.7711487
105622,2002-01-18 22:00:00,40.25,271.75,270.4338,-2.5032654
105623,2002-01-18 23:00:00,40.25,271.75,269.2978,-2.7877502
105647,2002-01-19 23:00:00,40.25,271.75,271.0016,-2.6492615
105670,2002-01-20 22:00:00,40.25,271.75,272.7266,-2.7478027
105694,2002-01-21 22:00:00,40.25,271.75,276.52243,-2.483429
105766,2002-01-24 22:00:00,40.25,271.75,275.047,-2.7371216
105767,2002-01-24 23:00:00,40.25,271.75,274.24042,-3.133728
105790,2002-01-25 22:00:00,40.25,271.75,279.6354,-2.4982605
105862,2002-01-28 22:00:00,40.25,271.75,286.30624,-2.618164
106011,2002-02-04 03:00:00,40.25,271.75,269.30118,-2.9024353
106018,2002-02-04 10:00:00,40.25,271.75,264.67548,-2.8685608
106102,2002-02-07 22:00:00,40.25,271.75,277.5115,-3.3719177
106103,2002-02-07 23:00:00,40.25,271.75,277.30545,-3.068634
106126,2002-02-08 22:00:00,40.25,271.75,281.468,-2.6207275
106174,2002-02-10 22:00:00,40.25,271.75,273.3223,-2.9181824
106185,2002-02-11 09:00:00,40.25,271.75,269.08026,-3.4103088
106186,2002-02-11 10:00:00,40.25,271.75,268.7169,-2.5352173
106222,2002-02-12 22:00:00,40.25,271.75,277.51605,-2.6001282
106234,2002-02-13 10:00:00,40.25,271.75,266.04553,-2.5522156
106299,2002-02-16 03:00:00,40.25,271.75,272.78403,-2.6678772
106342,2002-02-17 22:00:00,40.25,271.75,275.79095,-2.6012878
106464,2002-02-23 00:00:00,40.25,271.75,273.1344,-2.822815
106534,2002-02-25 22:00:00,40.25,271.75,274.03378,-4.1038513
106535,2002-02-25 23:00:00,40.25,271.75,272.68567,-3.5585938
106586,2002-02-28 02:00:00,40.25,271.75,263.1116,-2.9773865
106587,2002-02-28 03:00:00,40.25,271.75,260.10577,-2.8494568
106621,2002-03-01 13:00:00,40.25,271.75,262.82755,-3.1692505
106654,2002-03-02 22:00:00,40.25,271.75,272.36362,-2.9705505
106659,2002-03-03 03:00:00,40.25,271.75,267.7117,-2.8544617
106810,2002-03-09 10:00:00,40.25,271.75,284.78168,-2.482483
106815,2002-03-09 15:00:00,40.25,271.75,284.0343,-3.3971558
106816,2002-03-09 16:00:00,40.25,271.75,272.77512,-13.353058
106870,2002-03-11 22:00:00,40.25,271.75,277.9416,-2.742859
106896,2002-03-13 00:00:00,40.25,271.75,279.87415,-3.4214783
106918,2002-03-13 22:00:00,40.25,271.75,287.29764,-2.7263489
106920,2002-03-14 00:00:00,40.25,271.75,285.7234,-2.683258
106954,2002-03-15 10:00:00,40.25,271.75,282.28104,-3.0115356
106990,2002-03-16 22:00:00,40.25,271.75,278.65042,-2.8005981
106991,2002-03-16 23:00:00,40.25,271.75,278.58704,-2.6090088
107038,2002-03-18 22:00:00,40.25,271.75,281.1426,-2.5279846
107086,2002-03-20 22:00:00,40.25,271.75,279.47888,-2.7436523
107091,2002-03-21 03:00:00,40.25,271.75,275.6223,-3.5997314
107102,2002-03-21 14:00:00,40.25,271.75,272.91064,-3.2194214
107103,2002-03-21 15:00:00,40.25,271.75,270.5734,-3.0405884
107110,2002-03-21 22:00:00,40.25,271.75,268.5587,-2.8979797
107349,2002-03-31 21:00:00,40.25,271.75,279.9792,-2.962738
107350,2002-03-31 22:00:00,40.25,271.75,277.94913,-3.2081604
107393,2002-04-02 17:00:00,40.25,271.75,284.3864,-4.9872437
107398,2002-04-02 22:00:00,40.25,271.75,279.0597,-2.860962
107399,2002-04-02 23:00:00,40.25,271.75,279.19577,-2.7380676
107515,2002-04-07 19:00:00,40.25,271.75,285.4738,-3.0801697
107566,2002-04-09 22:00:00,40.25,271.75,284.03754,-2.4950256
107568,2002-04-10 00:00:00,40.25,271.75,282.90128,-3.0775757
107638,2002-04-12 22:00:00,40.25,271.75,288.4407,-2.95401
107639,2002-04-12 23:00:00,40.25,271.75,288.93585,-2.4953308
107806,2002-04-19 22:00:00,40.25,271.75,297.55392,-3.2577515
107807,2002-04-19 23:00:00,40.25,271.75,294.7039,-4.8769836
107926,2002-04-24 22:00:00,40.25,271.75,289.3576,-3.6326294
107927,2002-04-24 23:00:00,40.25,271.75,288.938,-3.6452332
107929,2002-04-25 01:00:00,40.25,271.75,287.11014,-3.168396
107930,2002-04-25 02:00:00,40.25,271.75,283.882,-2.9304504
108011,2002-04-28 11:00:00,40.25,271.75,286.11258,-3.1892395
108012,2002-04-28 12:00:00,40.25,271.75,284.02557,-2.5766907
108022,2002-04-28 22:00:00,40.25,271.75,280.60764,-2.926056
108023,2002-04-28 23:00:00,40.25,271.75,280.62836,-2.7503052
108092,2002-05-01 20:00:00,40.25,271.75,290.26965,-2.659851
108099,2002-05-02 03:00:00,40.25,271.75,286.2054,-2.576477
108233,2002-05-07 17:00:00,40.25,271.75,290.86243,-3.308258
108235,2002-05-07 19:00:00,40.25,271.75,291.49802,-3.5183105
108236,2002-05-07 20:00:00,40.25,271.75,292.1403,-2.5541992
108238,2002-05-07 22:00:00,40.25,271.75,290.14133,-3.0047302
108239,2002-05-07 23:00:00,40.25,271.75,289.65164,-2.5140991
108240,2002-05-08 00:00:00,40.25,271.75,287.62082,-3.2288513
108259,2002-05-08 19:00:00,40.25,271.75,292.8949,-4.93573
108260,2002-05-08 20:00:00,40.25,271.75,294.2262,-4.1137695
108274,2002-05-09 10:00:00,40.25,271.75,289.298,-2.7789612
108278,2002-05-09 14:00:00,40.25,271.75,286.7998,-2.8337402
108291,2002-05-10 03:00:00,40.25,271.75,282.1837,-2.6562805
108358,2002-05-12 22:00:00,40.25,271.75,290.95416,-4.0101013
108359,2002-05-12 23:00:00,40.25,271.75,288.13068,-4.601532
108360,2002-05-13 00:00:00,40.25,271.75,285.882,-3.250885
108451,2002-05-16 19:00:00,40.25,271.75,288.34784,-2.7202148
108555,2002-05-21 03:00:00,40.25,271.75,276.25534,-2.8379211
108675,2002-05-26 03:00:00,40.25,271.75,282.90143,-3.001007
108910,2002-06-04 22:00:00,40.25,271.75,300.04633,-2.4938354
108912,2002-06-05 00:00:00,40.25,271.75,298.82495,-2.9489746
108934,2002-06-05 22:00:00,40.25,271.75,288.15985,-2.7042847
109078,2002-06-11 22:00:00,40.25,271.75,298.1863,-3.0834656
109079,2002-06-11 23:00:00,40.25,271.75,297.76303,-2.6816406
109099,2002-06-12 19:00:00,40.25,271.75,297.5722,-2.9604187
109100,2002-06-12 20:00:00,40.25,271.75,298.18066,-2.8306885
109151,2002-06-14 23:00:00,40.25,271.75,289.78632,-3.234436
109414,2002-06-25 22:00:00,40.25,271.75,299.08035,-2.4918518
109419,2002-06-26 03:00:00,40.25,271.75,295.31113,-2.7098083
109587,2002-07-03 03:00:00,40.25,271.75,297.06128,-2.7969055
109611,2002-07-04 03:00:00,40.25,271.75,297.2384,-3.3361816
109683,2002-07-07 03:00:00,40.25,271.75,293.97852,-2.4945374
109851,2002-07-14 03:00:00,40.25,271.75,291.72,-2.6618347
109861,2002-07-14 13:00:00,40.25,271.75,290.91476,-2.599762
109885,2002-07-15 13:00:00,40.25,271.75,292.1124,-2.5438232
109886,2002-07-15 14:00:00,40.25,271.75,294.92334,-2.499237
109972,2002-07-19 04:00:00,40.25,271.75,295.70218,-3.0974426
110063,2002-07-22 23:00:00,40.25,271.75,301.89398,-4.090637
110064,2002-07-23 00:00:00,40.25,271.75,299.79712,-2.7176514
110398,2002-08-05 22:00:00,40.25,271.75,299.15753,-3.8264465
110427,2002-08-07 03:00:00,40.25,271.75,290.16544,-3.1228027
110451,2002-08-08 03:00:00,40.25,271.75,289.9268,-2.4875488
110707,2002-08-18 19:00:00,40.25,271.75,294.19562,-3.0971375
110708,2002-08-18 20:00:00,40.25,271.75,294.78583,-3.6895752
110731,2002-08-19 19:00:00,40.25,271.75,294.27792,-2.78302
110760,2002-08-21 00:00:00,40.25,271.75,295.26535,-2.4894714
111038,2002-09-01 14:00:00,40.25,271.75,293.8406,-2.512848
111094,2002-09-03 22:00:00,40.25,271.75,297.70477,-2.6013489
111099,2002-09-04 03:00:00,40.25,271.75,289.6465,-3.2043152
111101,2002-09-04 05:00:00,40.25,271.75,288.58694,-2.5312805
111109,2002-09-04 13:00:00,40.25,271.75,287.69934,-3.0032349
111118,2002-09-04 22:00:00,40.25,271.75,297.68488,-2.6701355
111123,2002-09-05 03:00:00,40.25,271.75,289.48453,-3.073944
111125,2002-09-05 05:00:00,40.25,271.75,289.2822,-2.540802
111133,2002-09-05 13:00:00,40.25,271.75,286.29254,-2.7738342
111142,2002-09-05 22:00:00,40.25,271.75,297.88446,-2.9457397
111143,2002-09-05 23:00:00,40.25,271.75,297.85196,-2.587799
111166,2002-09-06 22:00:00,40.25,271.75,299.50623,-2.7870483
111167,2002-09-06 23:00:00,40.25,271.75,299.41226,-2.4890137
111181,2002-09-07 13:00:00,40.25,271.75,289.6452,-2.549469
111190,2002-09-07 22:00:00,40.25,271.75,301.8213,-3.0029297
111192,2002-09-08 00:00:00,40.25,271.75,300.10226,-4.047394
